"
Date","American Express (AXP)
","Amgen Inc (AMGN)
","Apple Inc (AAPL)
","Boeing Co (BA)
","Caterpillar Inc (CAT)
","Cisco Systems Inc (CSCO)
","(CVX)
","(GS)
","Home Depot Inc (HD)
","Honeywell International Inc (HON)
","IBM Corp  (IBM)
","Intel Corp (INTC)
","Johnson & Johnson (JNJ)
","Coca-Cola Co (KO)
","JPMorgan Chase & Co (JPM)
","McDonald\'s Corp (MCD)
","3M Co (MMM)
","Merck & Co inc (MRK)
","Microsoft (MSFT)
","Nike Inc (NKE)
","Procter & Gamble Co (PG)
","TRV
","UnitedHealth Group (UNH)
","Salesforce Inc (CRM)
","Verizon Communications Inc (VZ)
","Visa Inc (V)
","Walgreens Boots Alliance Inc (WBA)
","Walmart Inc (WMT)
","Walt Disney Co (DIS)
"
2016-05-10,57.976730,125.117218,21.507761,121.939468,59.844563,21.390169,72.970879,138.085266,114.415268,93.434776,101.657799,24.561895,93.098289,35.723934,50.194386,108.944580,129.998352,41.186405,45.665264,54.385044,67.024117,93.833817,118.911720,75.919998,35.672646,75.081451,60.943424,59.010265,100.244339
2016-05-11,57.753189,122.682327,21.298258,121.364586,59.778534,21.129019,72.877235,136.374405,111.744370,92.760071,100.966393,24.496700,92.854698,35.497498,50.008297,106.908096,129.624268,40.907703,45.692112,52.373165,66.755943,93.583069,116.347794,75.790001,35.402710,73.410042,60.423740,57.385727,96.191307
2016-05-12,57.529644,121.663818,20.798656,122.660347,59.176041,21.105278,73.583344,135.219574,111.652893,92.825081,100.891846,24.252226,92.741051,35.786392,49.975933,107.719337,129.914352,40.764606,46.103836,53.273472,66.967216,94.143066,115.502045,75.889999,35.624203,73.970345,60.152634,57.765930,95.645889
2016-05-13,57.332939,122.024246,20.840105,120.561562,57.830772,20.994492,72.588974,132.884216,110.770912,92.020317,100.132645,24.374466,92.197105,35.411591,49.514771,106.651451,128.517120,40.583813,45.718975,52.648758,66.008354,94.168129,114.843231,76.370003,35.257351,72.963707,59.203678,56.115479,94.526825
2016-05-16,57.288231,122.761124,21.613667,122.404839,58.350727,21.342678,73.705856,132.918411,112.609703,93.353470,101.312096,24.765625,92.911545,35.622429,49.886936,107.321976,129.456238,41.163799,46.390247,52.492592,66.333405,93.808739,116.303268,77.309998,35.458076,73.884888,59.672771,57.048721,94.376389
2016-05-17,56.116886,120.230141,21.523876,120.963066,58.639599,21.089449,73.363602,132.293915,109.830673,92.850952,100.322441,24.431507,92.416283,34.943073,49.886936,105.707672,128.127731,40.915249,45.525002,52.455841,65.512657,92.287598,115.341774,76.769997,35.229675,72.925690,57.864517,56.253742,93.981422
2016-05-18,56.796459,120.806824,21.770222,119.530449,58.259941,21.144844,72.861168,136.819290,109.639290,92.082832,99.875061,24.439651,92.221443,34.732246,51.812500,104.482475,128.219971,41.178875,45.795395,51.555550,64.886932,93.023094,116.187538,77.870003,34.876686,73.533501,57.909916,54.568718,93.097458
2016-05-19,56.099010,119.076752,21.687338,116.875015,57.302551,21.817493,72.708244,132.336685,109.606033,91.780510,98.241440,24.146282,91.620636,34.607304,51.286617,103.720863,126.905632,41.111076,45.353756,52.400730,65.163254,92.020142,115.733505,81.089996,34.350662,73.011162,57.660217,59.796597,92.542641
2016-05-20,57.154095,120.286156,21.922169,116.245369,57.665707,22.134031,72.664558,132.174210,109.705879,92.515900,99.814049,24.570044,92.103065,34.318401,51.383694,101.460846,126.828804,41.510292,45.624142,51.886269,65.025078,93.516197,116.570343,81.019997,34.371437,73.761414,58.424385,60.366901,93.830956
2016-05-23,56.859035,119.581367,22.200741,116.418747,58.103127,22.110287,72.366028,132.978302,109.348068,92.172729,99.488678,24.635237,91.710609,34.334015,51.343250,101.667793,127.674248,41.367180,45.092377,51.436131,65.171371,93.098305,116.107399,81.730003,34.011528,73.324562,57.902336,60.055836,93.266731
2016-05-24,58.003563,122.320572,22.539173,116.345741,58.672604,22.529705,72.955841,134.808975,110.962273,93.455620,100.532562,25.311626,92.143974,34.646366,52.217045,102.611526,129.611130,41.879372,46.498413,51.987335,65.797089,94.811676,118.039284,82.750000,34.316059,75.385353,58.371433,60.695282,93.577057
2016-05-25,58.396984,124.603271,22.935165,117.586761,59.894077,22.885813,74.106354,137.939835,110.829147,93.741615,102.823708,25.580555,92.683624,34.654167,53.009930,102.040337,130.656448,42.610001,46.976097,51.436131,66.211510,94.895248,118.778168,83.570000,34.502934,75.081467,58.734581,60.902660,93.906189
2016-05-26,58.325443,124.587288,23.117043,117.997391,59.489670,22.869986,73.909737,136.203308,111.536369,93.308525,103.332115,25.662046,92.315689,34.896225,52.613487,102.479118,129.826385,42.474422,46.768799,51.298332,66.000214,94.945389,118.386467,83.349998,34.717503,75.024483,58.091480,61.222385,93.859161
2016-05-27,58.584740,125.540390,23.103224,117.915276,59.390640,22.885813,74.288383,137.027924,111.444855,93.422951,103.603271,25.727247,92.446518,34.966499,52.937111,102.032059,129.810974,42.542221,47.156376,51.619854,66.170883,95.430153,119.294540,83.769997,35.035870,75.651268,58.257931,61.135963,94.310555
2016-05-31,58.799343,126.509560,22.990419,115.113846,59.844563,22.988688,73.545631,136.984955,110.499733,93.014351,104.213318,25.743540,92.143974,34.825939,52.807667,101.046898,129.372879,42.376499,47.769253,50.728745,65.853958,95.396729,119.000717,83.709999,35.229675,74.967522,58.560577,61.161896,93.304337
2016-06-01,58.933479,126.589684,22.668100,115.351097,59.646492,22.869986,73.640320,137.405823,110.257217,93.104240,103.379562,25.800587,92.217552,34.904041,53.147476,100.972397,129.657272,42.429222,47.634056,50.462337,66.463425,95.981781,119.766388,83.449997,34.904373,75.233421,59.090199,60.919956,92.646080
2016-06-02,59.380562,128.047379,22.497736,115.752617,60.760674,23.012428,73.203400,136.813156,110.742317,93.586388,104.050652,25.882078,93.615784,34.919666,53.244556,101.047462,129.157700,42.798302,47.300571,50.241215,66.593407,96.006866,121.110649,83.239998,35.139698,75.926682,59.846783,61.308800,92.834160
2016-06-03,58.557930,127.502731,22.543783,116.236237,61.932667,23.051992,73.298073,133.712341,110.181938,93.798828,103.637146,25.767986,93.836548,35.169529,52.297951,101.197578,129.418961,42.662735,46.678669,49.246151,67.015991,95.797905,121.822838,82.550003,35.243519,75.917206,59.529018,61.239662,92.862350
2016-06-06,58.960289,128.303650,22.707237,120.360825,63.071621,23.028254,73.669441,134.906250,108.049232,94.411667,103.528709,25.816881,94.662415,35.427208,52.815754,101.739624,130.725586,43.061932,46.985119,50.029308,67.259781,95.555527,122.989082,82.830002,35.098164,76.487000,59.513882,61.395184,92.890572
2016-06-07,58.915596,127.262444,22.799326,120.388191,63.393467,23.004509,75.235016,133.282867,108.659752,94.256409,103.935394,25.979866,94.629730,35.388172,52.637756,101.656212,131.363586,42.933891,46.958069,49.338291,66.894112,95.764473,121.911888,83.139999,35.817993,76.543961,59.861935,61.377903,92.486229
2016-06-08,59.246429,126.549622,22.778608,121.364586,64.466400,23.059908,75.067520,132.827606,108.383774,94.844742,104.389587,25.988018,94.686943,35.567757,52.791477,101.831337,131.755554,43.400883,46.903999,49.863461,67.162262,96.025093,124.992165,83.349998,35.658798,77.541138,60.104034,61.593952,92.194695
2016-06-09,58.754635,125.572449,22.942066,121.455826,63.682354,23.059908,74.863640,131.564987,108.141212,95.776299,103.996422,26.028765,95.668152,35.731735,52.386951,102.398415,130.764053,43.069466,46.525440,50.618969,67.584831,96.025093,125.241478,82.730003,35.956417,77.170761,59.778690,61.429764,92.006615
2016-06-10,58.092960,123.970528,22.753281,119.667297,62.749725,22.972860,74.259254,128.747604,107.748123,95.343193,103.284653,26.110256,95.676331,35.911335,51.650707,102.039833,129.557343,42.790768,46.399269,50.775600,67.609215,95.680412,123.959465,81.830002,36.454746,76.145111,62.396519,61.472992,91.536438
2016-06-13,56.930557,122.608910,22.410246,118.554031,62.089466,22.822508,74.346642,127.665359,106.911789,94.076645,102.545807,26.216196,95.496452,35.502178,51.189526,102.565224,128.458282,42.608517,45.191505,50.591328,67.097260,94.999451,122.935692,81.489998,36.385551,74.454681,63.826485,60.945854,91.752708
2016-06-14,54.605782,122.536850,22.437876,119.083275,61.784100,22.917469,73.749550,125.569550,104.745605,94.387154,102.396683,26.191751,95.766289,35.439228,50.226749,102.164925,128.827133,42.714828,44.912102,49.863461,67.731071,94.621117,122.739853,81.089996,36.676235,74.616150,63.811352,61.308800,92.533241
2016-06-15,54.918720,121.663818,22.364202,118.773041,61.957394,22.672148,73.276215,125.543777,105.824516,94.395325,102.139107,25.759840,95.185722,35.415627,50.137745,101.948112,128.973175,42.593334,44.785919,50.038525,67.406036,93.999008,122.753242,81.989998,36.572414,74.236252,62.956398,61.455704,92.410980
2016-06-16,55.374752,121.984192,22.458597,118.052139,61.891354,22.846251,73.596619,125.947487,106.518700,94.615952,102.396683,25.825033,95.373810,35.651680,50.340019,102.131554,130.610336,43.664062,45.416828,49.264584,67.779861,94.789246,124.005272,81.639999,37.001545,74.407211,62.911018,61.611240,92.514420
2016-06-17,55.312157,119.837654,21.947495,118.462776,62.667191,22.909552,73.960716,125.097115,106.334702,94.722183,103.027069,25.882078,94.425285,35.242531,50.388557,101.964767,129.849426,42.441456,45.182499,49.485706,67.552292,94.041039,123.137802,80.500000,37.223030,73.115639,62.532711,61.308800,93.097458
2016-06-20,55.705582,120.662643,21.894547,121.136452,63.079838,22.790852,74.718018,126.909485,106.736137,95.653717,104.125214,26.216196,95.292015,35.392025,50.461369,102.923805,131.609558,42.631310,45.128429,50.084587,67.479164,94.671555,123.880043,81.220001,37.209190,73.448021,62.744553,61.438393,93.633469
2016-06-21,55.696636,119.677475,22.081024,120.014053,63.129372,22.767107,75.176765,127.424904,106.836494,95.849823,104.423439,26.338438,94.997665,35.510048,50.930634,102.264977,131.717133,42.714828,46.137878,50.462341,67.779861,94.764046,123.584961,81.629997,37.444511,73.438530,62.948803,61.749485,92.928200
2016-06-22,55.392643,119.989845,21.998144,120.242180,63.079838,22.727543,74.485001,127.244461,106.719421,95.253311,103.657486,26.313992,95.226624,35.297600,50.736446,100.588799,131.609558,43.314747,45.957623,50.278072,67.909851,94.015823,123.325592,80.620003,37.396061,72.678780,63.357376,62.000084,92.899986
2016-06-23,56.555031,121.960182,22.124763,121.866455,64.557213,23.123217,76.050591,131.126907,107.296494,95.866173,105.304642,26.884439,95.978889,35.470711,51.820606,101.080803,133.823135,43.800739,46.786823,49.863461,68.429932,95.714035,124.479279,82.279999,37.839027,74.293236,64.356102,62.302525,93.116264
2016-06-24,53.702679,117.298645,21.503157,115.451462,60.273735,21.959932,74.201012,121.850288,105.715805,92.319809,99.366669,25.710943,94.547966,34.565845,48.220264,99.604782,129.987793,42.433876,44.912102,48.453789,66.845352,93.334831,122.780083,78.459999,37.672913,71.273262,61.874470,62.181557,90.013016
2016-06-27,51.565662,115.800911,21.190054,111.965668,58.911938,21.611734,73.079613,119.831734,104.268898,91.077766,97.272118,25.034554,95.300201,34.447823,46.610226,96.986229,128.504364,42.001026,43.650276,47.808849,66.008354,92.771591,122.619072,76.070000,37.887478,69.649315,60.066204,61.784042,88.752914
2016-06-28,51.771328,118.876534,21.546902,113.051567,59.852814,21.991589,74.004395,122.322701,106.660866,93.202301,98.763382,25.417570,96.673920,34.762550,48.155540,98.820862,130.348969,42.206055,44.560600,48.914467,67.007851,95.949409,124.049980,77.550003,37.942844,71.377747,60.436932,61.792702,90.323349
2016-06-29,53.586594,120.222076,21.733379,115.880356,61.264133,22.363525,75.307838,124.976868,106.527046,93.529160,100.634262,26.020613,97.573341,34.967129,49.514771,99.646461,131.832428,43.322342,45.552040,50.794018,68.186165,98.202515,125.668694,79.000000,38.108952,72.878242,62.941265,62.613598,91.197899
2016-06-30,54.602077,121.864067,22.009653,118.508408,62.568142,22.703800,76.334557,127.622406,106.794693,95.049026,102.884750,26.729605,99.184166,35.667419,50.275284,100.355293,134.599411,43.747593,46.119850,50.858532,68.803749,100.077278,126.276817,79.410004,38.648827,70.437561,63.001797,63.097507,91.987816
2016-07-01,54.539169,123.570099,22.076420,118.344154,63.096344,22.790852,75.839401,127.338974,108.408859,95.196114,103.271103,26.688858,99.175980,35.502178,49.949139,100.405334,134.922256,43.998188,46.110851,51.236267,68.893112,99.917549,125.972717,79.830002,38.918758,70.731934,62.842926,62.916042,92.185295
2016-07-05,53.155243,123.562050,21.869215,115.862122,61.387928,22.623150,75.417061,124.074989,108.183083,94.158340,102.816940,26.631809,99.977295,35.746109,48.554874,100.705566,134.991409,44.043747,46.119850,50.858532,69.429428,99.774628,126.598793,78.669998,39.126396,70.912392,63.190941,63.201199,91.837349
2016-07-06,53.451805,124.987740,21.993538,115.852989,61.759327,22.934591,76.152519,125.045578,110.039780,95.457588,103.284653,26.868139,100.279846,35.620197,49.076698,100.597137,134.630157,44.924618,46.309132,51.411324,69.096283,99.841888,127.332161,78.500000,39.332638,70.333069,61.700451,63.788792,92.580254
2016-07-07,53.748360,125.420258,22.087929,116.044624,61.940903,22.950560,75.038406,126.265274,109.696861,94.877441,103.440582,27.055573,100.173561,35.478577,49.394703,100.838989,134.407257,44.636066,46.309132,51.521896,68.933746,98.790993,125.919075,78.760002,38.717415,70.760429,60.906010,63.538189,93.214890
2016-07-08,55.258099,129.032516,22.258291,118.709167,63.855663,23.365812,76.290855,129.168564,112.356491,97.108215,104.701370,27.707512,100.451553,35.706749,50.413902,101.164223,136.136642,45.068893,47.138332,52.258968,69.697617,99.270203,126.339470,80.889999,39.080952,72.574310,61.889614,63.806080,94.361023
2016-07-11,55.860180,128.295654,22.327366,120.488533,64.210571,23.501566,76.742340,130.723236,113.033920,96.887581,105.291122,28.017187,100.516975,35.856258,50.772671,101.739624,136.820740,45.061302,47.399712,52.360329,69.681351,99.303848,125.489845,81.660004,39.101933,72.669289,62.048500,63.996174,94.702011
2016-07-12,56.615051,129.721359,22.428665,119.366188,65.861206,23.645306,77.754494,134.786057,112.774651,97.255272,106.450226,28.473543,100.508812,35.864128,51.530945,101.948112,137.704605,45.258743,47.958519,53.493580,69.681351,99.278603,125.078430,81.930000,38.780327,73.580978,61.450764,63.313541,94.910393
2016-07-13,56.704918,128.567993,22.302042,118.727432,65.770409,23.757105,77.659843,135.645035,111.704132,97.279808,107.114540,28.530590,100.574211,35.990025,51.498333,102.423470,137.743073,45.220783,48.228920,53.429100,69.795113,99.202934,126.527252,81.330002,39.150875,73.561981,61.866890,63.615982,94.607277
2016-07-14,57.163227,130.346100,22.744078,120.041428,66.075783,23.765091,77.696243,139.613327,112.523735,97.312508,108.646492,28.685431,100.721397,35.950676,52.281094,103.349121,139.042038,45.296707,48.436218,53.889763,69.778862,99.825073,125.954895,81.559998,39.039017,74.207764,63.387665,63.685116,94.692520
2016-07-15,57.315990,130.778580,22.741772,120.807945,66.604019,23.813000,77.936539,138.840271,112.724472,97.426880,108.307579,28.579489,100.574211,35.903473,52.330006,103.082237,139.426346,45.281513,48.400166,53.318531,69.892632,99.741013,126.393074,81.400002,39.039017,74.359718,62.426796,63.659176,94.531509
2016-07-18,57.504711,130.498245,22.983515,121.756966,66.512337,23.884874,77.252052,140.291901,114.029190,97.149048,108.361786,28.563183,100.688683,35.903473,52.150616,103.240700,139.203445,44.818314,48.634506,53.198757,69.827621,98.681709,125.874390,81.629997,39.101933,74.369217,62.631054,63.806080,94.863037
2016-07-19,57.657501,130.145844,22.992718,122.879333,66.445671,23.892862,77.215675,138.642700,114.564453,97.524940,108.171989,28.644680,102.414009,35.903473,52.069084,105.492317,139.303345,44.544937,47.850372,53.217175,70.022659,98.404282,127.519890,81.370003,38.941124,74.758575,62.199810,63.650543,94.218933
2016-07-20,57.945072,130.754562,23.013441,122.934105,66.404030,24.459837,76.887985,138.951950,114.924118,97.958031,109.378578,29.084742,102.324051,35.809044,52.126167,105.125374,139.441711,44.643646,50.392056,53.217175,69.875244,98.370651,127.904457,82.139999,38.885193,75.366356,62.426796,63.762875,93.034912
2016-07-21,57.001472,131.507431,22.891422,121.848206,66.670670,24.419909,76.742340,137.474564,113.803391,96.961143,108.761703,27.927553,102.332245,35.761837,51.930466,106.059387,138.550079,44.643646,50.292912,52.507740,69.826080,98.126854,127.770287,81.699997,38.710423,74.825050,61.813931,63.529560,92.836006
2016-07-22,57.765316,132.692856,22.714144,121.793457,66.145699,24.523722,76.938942,137.783829,114.179733,94.468872,109.859871,28.245371,102.234116,36.060833,52.215851,106.960022,138.688416,44.666431,50.986919,52.268185,70.202827,98.488342,128.503647,82.550003,39.220779,75.888718,61.549114,63.555477,92.551842
2016-07-25,57.810253,133.405701,22.410246,121.309830,65.570770,24.587603,75.052971,137.869675,114.163040,94.370811,110.252998,28.269815,102.119637,35.856258,52.077236,106.242851,138.065933,44.469009,51.131123,52.645939,70.268341,98.740570,126.750793,82.190002,39.059982,74.967522,61.715588,63.728306,92.248718
2016-07-26,57.846218,134.294754,22.255997,123.052742,68.953850,24.659475,74.768990,138.427979,114.372108,94.746696,109.893761,28.595778,102.332245,35.313347,52.289234,101.497772,136.551712,44.317123,51.158150,51.936497,69.834274,98.908699,126.723999,81.760002,38.318909,74.540154,61.534004,63.711037,91.585686
2016-07-27,58.043911,136.705582,23.701817,124.065620,70.078781,24.563648,74.463150,138.281982,114.004112,93.937737,109.697159,28.383907,102.021500,34.148819,52.452316,99.638123,137.020554,44.499367,50.644413,51.402115,69.170906,97.883018,126.706093,81.500000,38.675468,74.578140,60.482319,63.356739,91.244690
2016-07-28,58.223648,137.186188,24.021832,121.373703,69.095505,24.371996,74.120911,137.886795,115.384102,94.591446,109.385361,28.335007,101.768028,34.345520,52.264774,99.588081,136.797668,44.370281,50.662445,51.088856,69.457565,98.875069,127.671951,82.330002,38.353863,75.204926,60.119160,63.287617,90.846863
2016-07-29,57.927090,137.786880,23.991901,121.966835,68.962189,24.379982,74.623367,136.409485,115.618309,95.057220,108.876991,28.408350,102.397644,34.329788,52.158775,98.112022,137.089722,44.544937,51.086060,51.134930,70.096359,97.706482,128.065460,81.800003,38.738384,74.122307,59.960262,63.054310,90.884743
2016-08-01,57.630539,139.492905,24.415522,121.556221,68.287216,24.539690,72.169403,135.868332,116.061569,94.689522,109.439568,28.400198,102.536629,34.188148,52.020172,98.412247,137.035919,44.544937,50.995941,51.051998,70.767929,98.202515,128.342682,81.019997,38.102177,74.321724,59.975418,63.754234,90.496384
2016-08-02,57.037422,139.484879,24.054068,120.087059,67.695602,24.451851,72.518913,134.047348,114.765182,94.338112,108.849838,28.163870,102.086929,34.251118,51.897861,98.153709,137.089722,44.294334,50.995941,50.600536,71.054565,98.387459,128.038635,80.500000,37.752625,74.340721,59.733299,63.192566,89.994377
2016-08-03,57.360939,138.908203,24.355659,120.333427,68.353882,24.531706,73.261673,136.005753,114.631393,94.795715,108.910843,28.122820,101.310127,34.337654,52.721378,98.003616,137.105118,43.777958,51.347435,50.443913,70.407578,99.186150,127.779305,80.410004,37.682705,74.749077,60.225075,63.028385,91.017365
2016-08-04,57.459782,138.299454,24.506117,119.731186,68.137238,24.595592,73.101463,135.756653,113.786667,94.746696,109.507347,28.393784,101.277412,34.235371,52.639832,98.654076,136.667007,43.922237,51.725990,50.480774,70.473083,99.102074,127.627251,80.559998,37.703682,75.480347,60.414246,63.339462,90.136459
2016-08-05,58.879654,139.092407,24.878796,120.205681,68.795517,24.787247,73.188850,139.226791,114.505943,95.089912,110.829178,28.722231,101.588135,34.211773,54.058563,99.412971,137.251190,48.493675,52.239738,51.457390,70.251930,99.690552,127.877647,81.330002,37.500931,76.107109,60.928719,63.736938,90.771088
2016-08-08,59.158230,138.035202,25.084799,120.625435,69.528816,24.763288,73.691284,139.862411,113.920494,94.820229,110.788139,28.771490,101.105743,34.180290,53.895493,98.645729,137.258850,47.734310,52.329857,51.577175,70.235580,99.329056,127.108505,81.169998,37.465984,75.926682,61.004364,63.374039,90.695305
2016-08-09,58.762836,137.826920,25.186653,121.017807,69.020523,24.707390,73.778664,140.386398,113.836830,94.999985,110.603546,28.672955,100.925850,34.203899,53.707958,98.662422,137.112778,47.453331,52.456051,51.383690,70.423950,99.354263,126.831291,81.180000,37.514915,76.031128,61.201099,63.546852,91.566734
2016-08-10,58.178707,137.146088,24.999153,121.707878,68.870514,24.635519,72.919441,139.312683,113.410301,94.812088,110.815498,28.352726,100.868584,34.314056,53.226906,99.071045,137.443329,47.567245,52.293808,50.794018,70.685997,99.396294,127.162201,80.239998,37.619785,75.670273,62.419212,64.338577,92.693924
2016-08-11,58.843700,138.107254,24.982958,122.370331,69.362167,24.715376,73.836929,140.747131,114.614632,95.089912,111.806877,28.475901,101.203819,34.424213,53.373669,99.554703,139.118866,48.319027,52.546173,52.268185,71.029976,99.707390,127.555733,81.480003,37.654747,76.088120,62.729416,64.208069,92.608681
2016-08-12,58.753830,138.579834,25.040827,122.462341,69.162178,24.651493,74.390343,140.223145,114.221542,94.869270,110.726624,28.385571,100.754112,34.644524,53.259529,99.671463,138.557816,48.106403,52.221695,52.010212,71.283882,99.631706,127.779305,81.629997,37.507927,75.993156,63.039635,64.286362,91.727760
2016-08-15,58.978519,140.642166,25.341740,123.897644,70.120468,24.907028,74.834518,142.198730,114.631393,95.473953,110.678757,28.664745,100.010010,34.809765,53.585674,98.837555,138.780685,48.083622,52.383934,52.305038,71.267502,99.497185,126.652451,78.919998,37.479965,76.838371,63.259014,63.790436,91.974037
2016-08-16,58.681946,138.692612,25.318594,124.210480,70.237106,24.851131,74.725296,142.284637,113.937225,94.975479,109.872002,28.911083,98.391022,34.487160,53.577511,98.353867,137.773819,47.870995,52.093719,52.406387,70.907150,98.345436,126.169518,77.959999,36.885708,76.743408,62.646194,63.416332,91.765656
2016-08-17,59.023441,140.424622,25.281551,123.952873,70.337105,24.531706,75.218285,142.301880,113.870323,95.094582,109.694252,28.755066,99.192337,34.668129,53.724270,97.653343,139.111786,48.060833,52.202557,52.387962,71.218353,98.715340,126.732933,76.320000,37.172348,76.905121,62.718395,63.451122,91.756195
2016-08-18,58.978519,140.779083,25.249146,124.210480,69.478813,24.340052,76.196983,142.636826,112.741173,95.160278,110.323235,28.714020,98.709923,34.699596,53.773197,97.678391,138.578125,48.319027,52.238823,52.710430,71.611465,99.051605,127.144348,76.910004,36.962605,76.362839,62.817184,64.643120,91.547806
2016-08-19,58.888638,139.868774,25.313959,123.695259,69.862122,24.371996,75.291908,142.782822,113.293205,95.365631,109.420723,28.935711,98.709923,34.557976,53.699814,95.910423,138.910690,48.113991,52.256969,54.267509,71.504997,98.757362,127.028046,77.480003,36.668976,76.553139,62.771587,63.346745,91.301521
2016-08-22,58.735874,140.456894,25.117212,124.201294,69.653809,24.459837,75.012299,142.808609,113.192818,95.751671,109.393387,29.034241,98.059624,34.416348,53.650894,96.252350,138.493088,48.258274,52.302311,54.046391,71.128265,98.320190,127.072762,77.250000,36.738895,77.114418,62.885586,63.251022,90.808975
2016-08-23,59.023441,140.497162,25.195911,123.419205,70.003777,24.739336,74.820961,142.654022,113.928841,96.104805,109.571152,29.067093,98.314819,34.502899,53.626434,96.060562,139.034454,48.281063,52.501846,54.930885,71.578712,98.051186,127.001190,78.019997,36.794819,76.867081,62.611992,62.615913,90.903702
2016-08-24,58.556133,137.629166,25.006100,122.637161,69.287163,24.803211,75.203575,141.984009,112.958664,95.899498,108.743889,28.861805,97.713928,34.502899,53.773197,95.793686,138.756058,47.635593,52.556255,55.483692,71.504997,98.454735,125.087440,77.820000,36.724903,76.381905,61.920364,62.842121,90.761620
2016-08-25,58.412361,137.137817,24.899624,122.351913,69.028854,24.986889,74.975479,142.499420,113.268089,95.907715,108.456703,28.812544,97.598686,34.361263,53.871040,96.260689,138.887497,47.324249,52.755764,54.580784,71.988197,98.992752,122.789024,80.160004,36.878723,76.410454,60.939903,61.963406,90.505867
2016-08-26,58.223648,138.539536,24.753796,121.661873,68.878853,25.034800,74.556053,142.559509,112.373199,95.891273,108.244774,28.952133,97.985565,34.085873,53.993340,95.435097,138.756058,47.726715,52.628811,54.359650,71.726135,98.479958,122.180878,80.029999,36.403316,76.648277,60.339478,61.893806,90.183823
2016-08-29,58.879654,138.168930,24.726015,122.278320,69.245506,25.218473,75.093216,143.332550,113.109215,96.236244,109.201942,29.190252,98.709923,34.258968,54.588566,96.244011,139.599014,47.848206,52.692295,54.018753,72.315796,99.606483,122.762177,79.919998,36.703930,76.933670,61.069088,62.120014,89.861771
2016-08-30,58.816738,137.564758,24.536209,120.355377,68.728882,25.186531,74.835663,146.048798,112.730919,96.113037,108.983192,29.313416,98.339500,34.022919,55.037006,96.949959,139.328369,47.620403,52.501846,53.438301,71.693359,99.598076,122.404457,79.830002,36.543129,77.219048,61.198322,62.041695,89.852287
2016-08-31,58.933578,137.000839,24.559359,119.104057,68.287216,25.106667,74.011528,146.126450,112.747726,95.858444,108.627632,29.469429,98.232491,34.172417,55.037006,97.202087,138.624542,47.681141,52.111855,53.106617,71.504997,99.799843,121.671135,79.419998,36.585098,76.962219,61.342720,62.154816,89.473404
2016-09-01,58.286545,137.057220,24.705191,119.518089,67.870583,25.218473,73.739250,145.307266,112.840195,95.382057,109.078880,29.576174,98.018486,34.109467,54.800552,96.983574,139.196838,47.764683,52.229763,54.085953,72.323967,99.497185,121.393890,75.910004,36.745880,77.342735,61.973568,63.372845,89.283966
2016-09-02,58.583088,136.767212,24.936665,120.677414,68.070564,25.418108,74.269073,145.885040,113.613632,95.595581,109.085709,29.625437,98.216057,34.353394,55.028847,97.344963,139.838791,47.825436,52.302311,53.605534,72.233887,99.909134,122.171928,75.099998,36.969593,78.008690,62.490402,63.077042,89.435524
2016-09-06,59.095329,137.629166,24.929712,122.361115,68.395538,25.450052,75.372841,146.014374,112.730919,95.037094,109.632690,30.027771,98.570000,34.455681,54.988098,98.538353,139.568115,48.022869,52.247894,53.041943,72.594246,100.287468,121.599594,75.419998,37.410053,78.512863,62.049572,63.512066,88.848259
2016-09-07,59.481754,137.460037,25.082491,122.039093,69.762123,25.386168,75.703949,146.307526,111.629646,93.829720,110.514679,29.937458,98.454742,34.337654,54.759781,98.261017,139.018967,47.741894,52.293251,53.328354,72.029129,100.338165,121.280640,75.010002,37.549881,79.188324,62.992008,62.694233,88.763008
2016-09-08,59.526680,137.733932,24.425104,122.278320,69.612137,25.130629,76.616425,148.023529,110.343452,93.484741,108.709671,29.921032,98.339500,34.329788,54.833168,97.630722,139.289719,48.022869,52.084656,51.896286,71.889908,98.833282,121.684944,74.879997,37.472965,78.931442,64.352478,62.494106,89.122932
2016-09-09,58.520199,134.173172,23.871885,118.257599,67.320633,24.635519,74.519249,145.358978,107.384377,91.998138,106.446609,29.099928,97.318840,33.259689,54.343948,96.294456,135.840317,47.453331,50.978203,51.120197,70.628677,96.753456,120.049759,74.199997,36.228535,77.371262,63.022411,61.162979,87.541107
2016-09-12,59.221130,138.595917,24.406586,119.720505,68.262245,25.106667,75.240379,147.506104,108.098930,93.213737,108.224281,29.625437,98.084343,33.983574,54.678238,97.445808,137.742874,47.984886,51.740025,51.748455,72.274818,97.666565,121.765793,74.360001,36.752876,78.931442,63.516438,62.589825,88.696693
2016-09-13,57.837219,136.388565,24.987581,118.469223,66.853989,24.803211,73.165321,144.005142,105.686279,91.661407,106.528648,29.239517,96.808472,33.539356,54.246101,96.420509,136.172867,47.281147,51.268414,51.157154,71.292076,96.601303,120.346245,73.059998,35.969856,77.904037,62.513195,62.172195,87.806320
2016-09-14,57.046394,137.065277,25.871815,117.466331,67.512283,24.755304,72.422073,143.280823,106.140228,93.657227,105.325310,29.247730,97.014275,33.404503,54.140106,96.798698,135.824829,46.929287,51.023552,50.935417,71.259315,96.136292,120.112656,73.820000,35.997829,77.523491,61.547943,62.224400,87.389549
